       HWN_Offset SWN_Offset              Armenian                                      English  Positive  Negative  Objective
0             NaN   00011160                  ագահ                               greedy,glutton     0.000     0.000      1.000
12128         NaN   06866124                փողկապ                                          tie     0.000     0.000      1.000
12129         NaN   13947174                փողկապ                                          tie     0.000     0.000      1.000
12130         NaN   03945615                փողրակ                                 trumpet,pipe     0.000     0.000      1.000
12131         NaN   02021050                փողհար                                    trumpeter     0.000     0.000      1.000
12132         NaN   04334599                 փողոց                                       street     0.000     0.000      1.000
12133         NaN   04335209                 փողոց                                       street     0.000     0.000      1.000
12134         NaN   08225426                 փողոց                                       street     0.000     0.000      1.000
12135         NaN   14485811                 փողոց                                       street     0.125     0.000      0.875
12136         NaN   14516256                 փողոց                                       street     0.000     0.000      1.000
12137         NaN   01317723                փնտրել                             search,seek,find     0.000     0.000      1.000
12138         NaN   01069989                փնտրել                             search,seek,find     0.250     0.000      0.750
12139         NaN   01839170                փնտրել                             search,seek,find     0.000     0.000      1.000
12140         NaN   02240481                փնտրել                             search,seek,find     0.000     0.000      1.000
12141         NaN   02603862              փոշեծուծ                                      sweeper     0.000     0.000      1.000
12142         NaN   10682713              փոշեծուծ                                      sweeper     0.000     0.000      1.000
12143         NaN   02603862              փոշեծծիչ                                      sweeper     0.000     0.000      1.000
12144         NaN   10682713              փոշեծծիչ                                      sweeper     0.000     0.000      1.000
12145         NaN   01372682                 փոշել                                        spray     0.000     0.000      1.000
12146         NaN   01373551                 փոշել                                        spray     0.000     0.000      1.000
12147         NaN   01373844                 փոշել                                        spray     0.000     0.000      1.000
12148         NaN   14839846                   փոշ                                  dust,powder     0.000     0.000      1.000
12149         NaN   14840092                   փոշ                                  dust,powder     0.000     0.000      1.000
12150         NaN   03994008                   փոշ                                  dust,powder     0.000     0.000      1.000
12151         NaN   03526198                   փոս                                    hole,hole     0.125     0.000      0.875
12152         NaN   09304465                   փոս                                    hole,hole     0.000     0.000      1.000
12153         NaN   13911429                   փոս                                    hole,hole     0.000     0.250      0.750
12154         NaN   14464793                   փոս                                    hole,hole     0.125     0.000      0.875
12155         NaN   03526198                   փոս                                    hole,hole     0.125     0.000      0.875
12156         NaN   09304465                   փոս                                    hole,hole     0.000     0.000      1.000
12157         NaN   13911429                   փոս                                    hole,hole     0.000     0.250      0.750
12158         NaN   14464793                   փոս                                    hole,hole     0.125     0.000      0.875
12159         NaN   04050066                  փոսխ                                         rake     0.000     0.000      1.000
12160         NaN   03709644                  փոստ                                    mail,post     0.000     0.000      1.000
12161         NaN   06275634                  փոստ                                    mail,post     0.000     0.000      1.000
12162         NaN   03988170                  փոստ                                    mail,post     0.000     0.000      1.000
12163         NaN   07485916                   փոր                                stomach,belly     0.000     0.125      0.875
12164         NaN   07499276                   փոր                                stomach,belly     0.125     0.125      0.750
12165         NaN   02157415                   փոր                                stomach,belly     0.000     0.000      1.000
12166         NaN   08588486                   փոր                                stomach,belly     0.000     0.000      1.000
12167         NaN   13895262                   փոր                                stomach,belly     0.000     0.000      1.000
12168         NaN   01413917              փորագրել                                          cut     0.000     0.000      1.000
12169         NaN   01552519              փորագրել                                          cut     0.125     0.000      0.875
12170         NaN   01610834              փորագրել                                          cut     0.000     0.000      1.000
12171         NaN   01754915              փորագրել                                          cut     0.000     0.000      1.000
12172         NaN   02422283              փորագրել                                          cut     0.125     0.000      0.875
12173         NaN   01457489              փորագրել                                       groove     0.000     0.000      1.000
12174         NaN   01899557                 փորել                                          dig     0.000     0.000      1.000
12175         NaN   08516584               փորոտիք                            bowels,intestines     0.000     0.125      0.875
12176         NaN   00896832                  փորձ      rehearsal,experiment,experience,attempt     0.000     0.000      1.000
12177         NaN   00785959                  փորձ      rehearsal,experiment,experience,attempt     0.000     0.000      1.000
12178         NaN   05758059                  փորձ      rehearsal,experiment,experience,attempt     0.000     0.000      1.000
12179         NaN   05984584                  փորձ      rehearsal,experiment,experience,attempt     0.000     0.000      1.000
12180         NaN   07285403                  փորձ      rehearsal,experiment,experience,attempt     0.000     0.000      1.000
12181         NaN   09617867              փորձագետ                                       expert     0.000     0.000      1.000
12182         NaN   02225510              փորձառու                                      skilled     0.625     0.000      0.375
12183         NaN   00860127          փորձարարական                                 experimental     0.500     0.000      0.500
12184         NaN   02940392          փորձարարական                                 experimental     0.000     0.000      1.000
12185         NaN   00669970             փորձարկել                                         test     0.000     0.000      1.000
12186         NaN   00920778             փորձարկել                                         test     0.000     0.000      1.000
12187         NaN   01112584             փորձարկել                                         test     0.000     0.125      0.875
12188         NaN   02745713             փորձարկել                                         test     0.000     0.000      1.000
12189         NaN   00669970             փորձարկել                       trial,test,approbation     0.000     0.000      1.000
12190         NaN   00920778             փորձարկել                       trial,test,approbation     0.000     0.000      1.000
12191         NaN   01112584             փորձարկել                       trial,test,approbation     0.000     0.125      0.875
12192         NaN   02745713             փորձարկել                       trial,test,approbation     0.000     0.000      1.000
12193         NaN   07289014               փորձանք                                      trouble     0.000     0.625      0.375
12194         NaN   14046751               փորձանք                                      trouble     0.000     0.000      1.000
12195         NaN   01798782                փորձել                            rehearse,try,test     0.000     0.500      0.500
12196         NaN   00669970                փորձել                            rehearse,try,test     0.000     0.000      1.000
12197         NaN   00920778                փորձել                            rehearse,try,test     0.000     0.000      1.000
12198         NaN   01112584                փորձել                            rehearse,try,test     0.000     0.125      0.875
12199         NaN   02745713                փորձել                            rehearse,try,test     0.000     0.000      1.000
12200         NaN   00669970                փորձել                                         test     0.000     0.000      1.000
12201         NaN   00920778                փորձել                                         test     0.000     0.000      1.000
12202         NaN   01112584                փորձել                                         test     0.000     0.125      0.875
12203         NaN   02745713                փորձել                                         test     0.000     0.000      1.000
12204         NaN   01195867           փորձություն                        trial,test,experience     0.000     0.000      1.000
12205         NaN   07477231           փորձություն                        trial,test,experience     0.000     0.000      1.000
12206         NaN   01904699           փորձություն                        trial,test,experience     0.000     0.000      1.000
12207         NaN   05758059           փորձություն                        trial,test,experience     0.000     0.000      1.000
12208         NaN   05984584           փորձություն                        trial,test,experience     0.000     0.000      1.000
12209         NaN   07285403           փորձություն                        trial,test,experience     0.000     0.000      1.000
12210         NaN   00077196             փոփոխական        floating,unstable,variable,changeable     0.000     0.000      1.000
12211         NaN   00518981             փոփոխական        floating,unstable,variable,changeable     0.000     0.625      0.375
12212         NaN   01061100             փոփոխական        floating,unstable,variable,changeable     0.000     0.375      0.625
12213         NaN   01523136             փոփոխական        floating,unstable,variable,changeable     0.000     0.000      1.000
12214         NaN   01929456             փոփոխական        floating,unstable,variable,changeable     0.625     0.000      0.375
12215         NaN   01992712             փոփոխական        floating,unstable,variable,changeable     0.250     0.625      0.125
12216         NaN   02291843             փոփոխական        floating,unstable,variable,changeable     0.250     0.375      0.375
12217         NaN   01028796             փոփոխական        floating,unstable,variable,changeable     0.000     0.000      1.000
12218         NaN   02504131             փոփոխական        floating,unstable,variable,changeable     0.500     0.125      0.375
12219         NaN   00191142          փոփոխություն                                       change     0.000     0.000      1.000
12220         NaN   03005769          փոփոխություն                                       change     0.125     0.000      0.875
12221         NaN   03005920          փոփոխություն                                       change     0.125     0.000      0.875
12222         NaN   11412727          փոփոխություն                                       change     0.000     0.000      1.000
12223         NaN   13387479          փոփոխություն                                       change     0.000     0.000      1.000
12224         NaN   13387689          փոփոխություն                                       change     0.000     0.000      1.000
12225         NaN   13388111          փոփոխություն                                       change     0.000     0.000      1.000
12226         NaN   13859043          փոփոխություն                                       change     0.000     0.000      1.000
12227         NaN   00855670                  փոքր                         little,shallow,small     0.000     0.000      1.000
12228         NaN   00691696                  փոքր                         little,shallow,small     0.000     0.125      0.875
12229         NaN   00693356                  փոքր                         little,shallow,small     0.000     0.750      0.250
12230         NaN   01875227                  փոքր                         little,shallow,small     0.500     0.000      0.500
12231         NaN   01554940                  փոքր                         little,shallow,small     0.000     0.250      0.750
12232         NaN   02233680                  փոքր                         little,shallow,small     0.000     0.000      1.000
12233         NaN   01554940              փոքրաթիվ                                        small     0.000     0.250      0.750
12234         NaN   02233680              փոքրաթիվ                                        small     0.000     0.000      1.000
12235         NaN   02892980            փոքրահասակ                                     juvenile     0.000     0.000      1.000
12236         NaN   00242396              փոքրանալ                                       reduce     0.000     0.000      1.000
12237         NaN   01800907              փոքրանալ                                       reduce     0.000     0.250      0.750
12238         NaN   02258291              փոքրանալ                                       reduce     0.000     0.000      1.000
12239         NaN   02317836              փոքրանալ                                       reduce     0.000     0.000      1.000
12240         NaN   02399888              փոքրանալ                                       reduce     0.000     0.125      0.875
12241         NaN   05122850      փոքրամասնություն                                     minority     0.000     0.000      1.000
12242         NaN   07966570      փոքրամասնություն                                     minority     0.000     0.000      1.000
12243         NaN   01554940                փոքրիկ                                        small     0.000     0.250      0.750
12244         NaN   02233680                փոքրիկ                                        small     0.000     0.000      1.000
12245         NaN   13910895                  փչակ                                       hollow     0.000     0.000      1.000
12246         NaN   00258857                  փչել                            damage,ruin,spoil     0.000     0.750      0.250
12247         NaN   00588084                  փչել                            damage,ruin,spoil     0.000     0.750      0.250
12248         NaN   00578993                  փչել                            damage,ruin,spoil     0.000     0.375      0.625
12249         NaN   01566490                  փչել                            damage,ruin,spoil     0.000     0.000      1.000
12250         NaN   02558951                  փչել                            damage,ruin,spoil     0.000     0.000      1.000
12251         NaN   00007012                  փչել                                         blow     0.000     0.375      0.625
12252         NaN   00034948                  փչել                                         blow     0.250     0.000      0.750
12253         NaN   00477247                  փչել                                         blow     0.000     0.000      1.000
12254         NaN   02135877                  փչել                                         blow     0.000     0.000      1.000
12255         NaN   02266148                  փչել                                         blow     0.000     0.000      1.000
12256         NaN   02769241                  փչել                                         blow     0.000     0.250      0.750
12257         NaN   01545079                 փռչել                                    lay,cover     0.000     0.000      1.000
12258         NaN   01651972                 փռչել                                    lay,cover     0.000     0.000      1.000
12259         NaN   02307261                 փռչել                                    lay,cover     0.000     0.125      0.875
12260         NaN   01129201                 փռչել                                    lay,cover     0.000     0.000      1.000
12261         NaN   01332730                 փռչել                                    lay,cover     0.000     0.000      1.000
12262         NaN   02675935                 փռչել                                    lay,cover     0.000     0.000      1.000
12263         NaN   00004819                փռշտալ                                       sneeze     0.000     0.000      1.000
12264         NaN   00915830                փսփսալ                                      whisper     0.000     0.250      0.750
12265         NaN   00066977                 փսխել                                         tear     0.000     0.000      1.000
12266         NaN   01556346                 փսխել                                         tear     0.000     0.000      1.000
12267         NaN   00552815                  փտել                                        decay     0.000     0.000      1.000
12268         NaN   00552815                  փտել                                    decay,rot     0.000     0.000      1.000
12269         NaN   00109389                փրփրել                                        froth     0.000     0.000      1.000
12270         NaN   00206998                 փրկել                          help,rescue,relieve     0.250     0.000      0.750
12271         NaN   02555434                 փրկել                          help,rescue,relieve     0.125     0.000      0.875
12272         NaN   02206920                 փրկել                          help,rescue,relieve     0.000     0.000      1.000
12273         NaN   02312882                 փրկել                          help,rescue,relieve     0.375     0.250      0.375
12274         NaN   02312996                 փրկել                          help,rescue,relieve     0.500     0.500      0.000
12275         NaN   00096513            փրկություն                             saving,salvation     0.000     0.500      0.500
12276         NaN   00179380            փրկություն                             saving,salvation     0.000     0.250      0.750
12277         NaN   14539165            փրկություն                             saving,salvation     0.000     0.125      0.875
12278         NaN   02206920                 փրկել                    rescue,salvation,survival     0.000     0.000      1.000
12279         NaN   06256697                  փուլ                        page,phase,stage,tour     0.000     0.000      1.000
12280         NaN   10391248                  փուլ                        page,phase,stage,tour     0.000     0.000      1.000
12281         NaN   04676540                  փուլ                        page,phase,stage,tour     0.000     0.000      1.000
12282         NaN   04296562                  փուլ                        page,phase,stage,tour     0.000     0.000      1.000
12283         NaN   07006712                  փուլ                        page,phase,stage,tour     0.000     0.000      1.000
12284         NaN   08646566                  փուլ                        page,phase,stage,tour     0.250     0.000      0.750
12285         NaN   06840442                  փուշ                               thorn,splinter     0.000     0.000      1.000
12286         NaN   13088858                փուչիկ                               blister,bubble     0.000     0.000      1.000
12287         NaN   14464512                փուչիկ                               blister,bubble     0.000     0.000      1.000
12288         NaN   02909053                փուչիկ                               blister,bubble     0.000     0.000      1.000
12289         NaN   05896379                փուչիկ                               blister,bubble     0.000     0.250      0.750
12290         NaN   09229709                փուչիկ                               blister,bubble     0.000     0.000      1.000
12291         NaN   01899062                  փուք                                          fur     0.000     0.000      1.000
12292         NaN   03404149                  փուք                                          fur     0.000     0.125      0.875
12293         NaN   10470779                քահանա                                       priest     0.000     0.000      1.000
12294         NaN   08540903                 քաղաք                                    city,town     0.000     0.000      1.000
12295         NaN   08665504                 քաղաք                                    city,town     0.000     0.000      1.000
12296         NaN   00611972             քաղաքագետ                                     politics     0.125     0.000      0.875
12297         NaN   01124508             քաղաքագետ                                     politics     0.125     0.000      0.875
12298         NaN   01814385             քաղաքական                                    political     0.000     0.000      1.000
12299         NaN   02857407             քաղաքական                                    political     0.000     0.000      1.000
12300         NaN   02857587             քաղաքական                                    political     0.000     0.000      1.000
12301         NaN   00611972      քաղաքականություն                        civilization,politics     0.125     0.000      0.875
12302         NaN   01124508      քաղաքականություն                        civilization,politics     0.125     0.000      0.875
12303         NaN   02052333             քաղաքային                                        urban     0.000     0.000      1.000
12304         NaN   02821071             քաղաքային                                        urban     0.000     0.000      1.000
12305         NaN   04871259      քաղաքավարություն                                      decency     0.500     0.125      0.375
12306         NaN   04900739      քաղաքավարություն                                      decency     0.875     0.000      0.125
12307         NaN   00641158            քաղաքավարի                                       polite     0.500     0.000      0.500
12308         NaN   09923673           քաղաքացուհի                                      citizen     0.000     0.000      1.000
12309         NaN   09923673              քաղաքացի                                      citizen     0.000     0.000      1.000
12310         NaN   01517921          քաղաքացիական                                     civilian     0.000     0.000      1.000
12311         NaN   01842690                 քաղել                           take,mow,pick,reap     0.000     0.000      1.000
12312         NaN   02205272                 քաղել                           take,mow,pick,reap     0.000     0.000      1.000
12313         NaN   02599636                 քաղել                           take,mow,pick,reap     0.000     0.000      1.000
12314         NaN   00178102                 քաղել                           take,mow,pick,reap     0.000     0.000      1.000
12315         NaN   00676450                 քաղել                           take,mow,pick,reap     0.000     0.000      1.000
12316         NaN   01647131                 քաղել                           take,mow,pick,reap     0.000     0.250      0.750
12317         NaN   02321648                 քաղել                           take,mow,pick,reap     0.000     0.125      0.875
12318         NaN   02384326               քաղվածք                                     citation     0.000     0.000      1.000
12319         NaN   06558277               քաղվածք                                     citation     0.000     0.000      1.000
12320         NaN   07180570               քաղվածք                                     citation     0.000     0.000      1.000
12321         NaN   07315790                  քաղց                                famine,hunger     0.000     0.250      0.750
12322         NaN   09232687               քաղցկեղ                                       cancer     0.000     0.000      1.000
12323         NaN   01808671                 քաղցր                                        sweet     0.875     0.000      0.125
12324         NaN   02367604                 քաղցր                                        sweet     0.000     0.000      1.000
12325         NaN   02368336                 քաղցր                                        sweet     0.000     0.000      1.000
12326         NaN   07633146            քաղցրաբլիթ                                  gingerbread     0.000     0.000      1.000
12327         NaN   01447868                 քամել                                      squeeze     0.125     0.125      0.750
12328         NaN   00836537                   քամ                                  breeze,wind     0.000     0.000      1.000
12329         NaN   11415492                   քամ                                  breeze,wind     0.000     0.000      1.000
12330         NaN   00285557                  քայլ                                  affair,step     0.000     0.000      1.000
12331         NaN   00359916                քայլել                                      go,walk     0.000     0.000      1.000
12332         NaN   02653862                քայլել                                      go,walk     0.000     0.000      1.000
12333         NaN   01113473                քայլել                                      go,walk     0.000     0.000      1.000
12334         NaN   01140654                քայլել                                      go,walk     0.000     0.000      1.000
12335         NaN   01904930                քայլել                                      go,walk     0.000     0.000      1.000
12336         NaN   01906823                քայլել                                      go,walk     0.000     0.000      1.000
12337         NaN   01907076                քայլել                                      go,walk     0.000     0.000      1.000
12338         NaN   01912893                քայլել                                      go,walk     0.000     0.000      1.000
12339         NaN   01959776                քայլել                                      go,walk     0.000     0.000      1.000
12340         NaN   02470518                քայլել                                      go,walk     0.000     0.000      1.000
12341         NaN   02518839                քայլել                                      go,walk     0.125     0.000      0.875
12342         NaN   01113473                քայլել                                    walk,foot     0.000     0.000      1.000
12343         NaN   01140654                քայլել                                    walk,foot     0.000     0.000      1.000
12344         NaN   01904930                քայլել                                    walk,foot     0.000     0.000      1.000
12345         NaN   01906823                քայլել                                    walk,foot     0.000     0.000      1.000
12346         NaN   01907076                քայլել                                    walk,foot     0.000     0.000      1.000
12347         NaN   01912893                քայլել                                    walk,foot     0.000     0.000      1.000
12348         NaN   01959776                քայլել                                    walk,foot     0.000     0.000      1.000
12349         NaN   02470518                քայլել                                    walk,foot     0.000     0.000      1.000
12350         NaN   02518839                քայլել                                    walk,foot     0.125     0.000      0.875
12351         NaN   00282840                  քայլ                                        march     0.000     0.125      0.875
12352         NaN   08428019                  քայլ                                        march     0.000     0.000      1.000
12353         NaN   00286497              քայլվածք                                         gait     0.000     0.000      1.000
12354         NaN   00286957              քայլվածք                                         gait     0.000     0.000      1.000
12355         NaN   00286497                 քայլք                                         gait     0.000     0.000      1.000
12356         NaN   00286957                 քայլք                                         gait     0.000     0.000      1.000
12357         NaN   05107765                 քանակ                              amount,quantity     0.000     0.000      1.000
12358         NaN   05108740                 քանակ                              amount,quantity     0.000     0.000      1.000
12359         NaN   05855125                 քանակ                              amount,quantity     0.000     0.000      1.000
12360         NaN   05096294          քանակություն                              number,quantity     0.000     0.000      1.000
12361         NaN   08480512          քանակություն                              number,quantity     0.125     0.000      0.875
12362         NaN   13582013          քանակություն                              number,quantity     0.000     0.000      1.000
12363         NaN   05108740          քանակություն                              number,quantity     0.000     0.000      1.000
12364         NaN   05855125          քանակություն                              number,quantity     0.000     0.000      1.000
12365         NaN   03335600                քանդակ                                       figure     0.000     0.000      1.000
12366         NaN   04675646                քանդակ                                       figure     0.000     0.000      1.000
12367         NaN   13331634                քանդակ                                       figure     0.000     0.000      1.000
12368         NaN   13862780                քանդակ                                       figure     0.000     0.000      1.000
12369         NaN   09426494           քանդակագործ                                     sculptor     0.000     0.000      1.000
12370         NaN   04157320    քանդակագործություն                                    sculpture     0.000     0.000      1.000
12371         NaN   01899557                քանդել                     destroy,dig,untie,unwrap     0.000     0.000      1.000
12372         NaN   04571088                   քաշ                                       weight     0.000     0.000      1.000
12373         NaN   05026843                   քաշ                                       weight     0.000     0.000      1.000
12374         NaN   07538812                   քաշ                                       weight     0.000     0.250      0.750
12375         NaN   02704818                 քաշել                              weigh,drag,pull     0.000     0.000      1.000
12376         NaN   01453433                 քաշել                              weigh,drag,pull     0.000     0.250      0.750
12377         NaN   02099544                 քաշել                              weigh,drag,pull     0.000     0.125      0.875
12378         NaN   02101789                 քաշել                              weigh,drag,pull     0.000     0.000      1.000
12379         NaN   01609287                 քաշել                              weigh,drag,pull     0.000     0.000      1.000
12380         NaN   02057337                 քաշել                              weigh,drag,pull     0.000     0.000      1.000
12381         NaN   02057499                 քաշել                              weigh,drag,pull     0.000     0.000      1.000
12382         NaN   00771341             քաջալերել                                    encourage     0.000     0.000      1.000
12383         NaN   01818235             քաջալերել                                    encourage     0.250     0.000      0.750
12384         NaN   01709681             քառակուսի                                       square     0.000     0.000      1.000
12385         NaN   02043217             քառակուսի                                       square     0.000     0.000      1.000
12386         NaN   08627919                քառորդ                                      quarter     0.000     0.000      1.000
12387         NaN   13623054                քառորդ                                      quarter     0.000     0.000      1.000
12388         NaN   13720852                քառորդ                                      quarter     0.000     0.000      1.000
12389         NaN   13830166                քառորդ                                      quarter     0.125     0.000      0.875
12390         NaN   15206590                քառորդ                                      quarter     0.000     0.000      1.000
12391         NaN   15226046                քառորդ                                      quarter     0.000     0.000      1.000
12392         NaN   15234942                քառորդ                                      quarter     0.000     0.000      1.000
12393         NaN   15258450                քառորդ                                      quarter     0.000     0.000      1.000
12394         NaN   04326084                   քար                                        stone     0.000     0.000      1.000
12395         NaN   13720600                   քար                                        stone     0.000     0.000      1.000
12396         NaN   04468476                քարայր                                        train     0.000     0.000      1.000
12397         NaN   07294777                քարայր                                        train     0.000     0.000      1.000
12398         NaN   09238926              քարանձավ                                         cave     0.000     0.000      1.000
12399         NaN   09238926               քարավան                                         cave     0.000     0.000      1.000
12400         NaN   02962545                  քարտ                                         card     0.000     0.000      1.000
12401         NaN   06627006                  քարտ                                         card     0.000     0.000      1.000
12402         NaN   14800034                  քարտ                                         card     0.000     0.000      1.000
12403         NaN   03336839              քարտարան                                         file     0.000     0.000      1.000
12404         NaN   03720163                քարտեզ                                          map     0.000     0.000      1.000
12405         NaN   10570019             քարտուղար                                    secretary     0.000     0.000      1.000
12406         NaN   10570019      քարտուղարություն                                    secretary     0.000     0.000      1.000
12407         NaN   10570019         քարտուղարուհի                                    secretary     0.000     0.000      1.000
12408         NaN   15088111                 քացախ                                      vinegar     0.000     0.375      0.625
12409         NaN   14872697                   քափ                                   foam,froth     0.000     0.000      1.000
12410         NaN   07816726                  քեմո                                caraway,cumin     0.000     0.000      1.000
12411         NaN   09877288               քենեկալ                               brother-in-law     0.000     0.000      1.000
12412         NaN   10603766                   քեն                                sister-in-law     0.000     0.000      1.000
12413         NaN   10736091                   քեռ                                        uncle     0.000     0.000      1.000
12414         NaN   10736259                   քեռ                                        uncle     0.000     0.000      1.000
12415         NaN   10353355                քեռորդ                                       nephew     0.000     0.000      1.000
12416         NaN   06174404        քերականություն                                      grammar     0.000     0.000      1.000
12417         NaN   01249724                 քերել                                   rub,scrape     0.000     0.000      1.000
12418         NaN   01750156                 քերել                                   rub,scrape     0.000     0.000      1.000
12419         NaN   03454885                 քերիչ                                       grater     0.000     0.000      1.000
12420         NaN   10535366                  քերծ                                         rock     0.250     0.000      0.750
12421         NaN   05163401              քերծվածք                                      scratch     0.000     0.000      1.000
12422         NaN   10563610              քերծվածք                                      scratch     0.000     0.000      1.000
12423         NaN   01061799              քղանցքել                                          hem     0.000     0.000      1.000
12424         NaN   01329732              քղանցքել                                          hem     0.000     0.000      1.000
12425         NaN   02701445                  քնել                                        sleep     0.000     0.000      1.000
12426         NaN   04407435                քներակ                                       temple     0.000     0.000      1.000
12427         NaN   04407686                քներակ                                       temple     0.125     0.000      0.875
12428         NaN   05602683                քներակ                                       temple     0.000     0.000      1.000
12429         NaN   01545079                  քնել                                          lay     0.000     0.000      1.000
12430         NaN   01651972                  քնել                                          lay     0.000     0.000      1.000
12431         NaN   02307261                  քնել                                          lay     0.000     0.125      0.875
12432         NaN   09979072               քննադատ                                       critic     0.000     0.125      0.875
12433         NaN   09979321               քննադատ                                       critic     0.375     0.000      0.625
12434         NaN   09979589               քննադատ                                       critic     0.000     0.000      1.000
12435         NaN   00691312              քննարկել                             discuss,consider     0.750     0.000      0.250
12436         NaN   00646738                 քննել               disassemble,investigate,survey     0.000     0.000      1.000
12437         NaN   00647929                 քննել               disassemble,investigate,survey     0.000     0.000      1.000
12438         NaN   02150328                 քննել               disassemble,investigate,survey     0.000     0.000      1.000
12439         NaN   10208847                 քննիչ                                    inspector     0.250     0.000      0.750
12440         NaN   01197258            քննություն                examination,review,trial,test     0.000     0.000      1.000
12441         NaN   06597758            քննություն                examination,review,trial,test     0.000     0.000      1.000
12442         NaN   01195867            քննություն                examination,review,trial,test     0.000     0.000      1.000
12443         NaN   07477231            քննություն                examination,review,trial,test     0.000     0.000      1.000
12444         NaN   01904699            քննություն                examination,review,trial,test     0.000     0.000      1.000
12445         NaN   01373314                քնքուշ                                       gentle     0.750     0.000      0.250
12446         NaN   01455412                քնքուշ                                       gentle     0.375     0.250      0.375
12447         NaN   02404224                  քշել                           remove,chase,drive     0.000     0.000      1.000
12448         NaN   01583881                  քշել                           remove,chase,drive     0.000     0.000      1.000
12449         NaN   01509584                  քշել                           remove,chase,drive     0.000     0.000      1.000
12450         NaN   01512259                  քշել                           remove,chase,drive     0.000     0.000      1.000
12451         NaN   01646300                  քշել                           remove,chase,drive     0.500     0.000      0.500
12452         NaN   01930874                  քշել                           remove,chase,drive     0.000     0.000      1.000
12453         NaN   02056971                  քշել                           remove,chase,drive     0.000     0.000      1.000
12454         NaN   02505358                  քշել                           remove,chase,drive     0.000     0.000      1.000
12455         NaN   04151581                   քող                                       screen     0.000     0.000      1.000
12456         NaN   04152387                   քող                                       screen     0.000     0.000      1.000
12457         NaN   01358328              քողարկել                                         mask     0.000     0.000      1.000
12458         NaN   01358855              քողարկել                                         mask     0.000     0.000      1.000
12459         NaN   03940256                 քորոց                                          pin     0.000     0.000      1.000
12460         NaN   03940713                 քորոց                                          pin     0.000     0.000      1.000
12461         NaN   01322323               քրեական                                     criminal     0.000     0.375      0.625
12462         NaN   06591609           քրեստոմատիա                                    anthology     0.000     0.000      1.000
