,Column1,Column2,Column3,Column4,Column5
912,5.22495e+17,simmons,positive,"Nymburk-ն այլևս չպետք է խաղ սկսի առանց եզրային դիրքի հատակին: Պետք է Սիմոնսը այնտեղ: Raivio 6-րդ մարդ, պարզապես լավ..",
913,5.21704e+17,simmons,positive,"Սիմոնս. Նպատակը #բարձրացավ, որ մենք կարողանանք «միասին խաղաղ ապրել և կիսել գիտելիքի և գիտելիքի ստեղծման ամենամեծ առավելությունները» #delange9",
914,5.22542e+17,simmons,positive,Հսկայական ղեկավարում է Սիմոնսը: Պահում է @JFKEagles-ին առաջատարի դիրքում: 1-ին քառորդ կեսին 10-7 է:,
915,5.22383e+17,simmons,positive,"@mojojay այո։ իսկ մայիսը նույնիսկ ավելի զով է, քան նախկինում: իսկ Skye-ն ավելի լավն է: իսկ Սիմոնսը թույն է: Բայց Fitz-ը :( իսկ նոր մարդիկ են ?",
916,5.2025e+17,skylynn,positive,"@Nashgrier, Օ Աստված, այնքան հուզված եմ @Nashgrier-ի և skylynn-ի վաղվա նոր տեսահոլովակով: դա ահավոր հիասքանչ կլինի",
917,5.19977e+17,skylynn,positive,Չեմ կարող սպասել վաղը 4-ին Nash-ի և Skylynn-ի նոր տեսահոլովակը @Nashgrier @Nashgrier @Nashgrier @Nashgrier http://t.co/WjW9RS8Nxw,
918,5.20038e+17,skylynn,positive,"Nash-ի և Skylynn-ի վաղվա տեսահոլովակը ... Վստահ եմ, որ տեսահոլովակը ինձ ավելի լավ կզգա /:",
919,5.20061e+17,skylynn,positive,"Սա ես կլինեմ, երբ վաղը կհայտնվի Նեշի նոր տեսահոլովակը Skylynn-ի հետ https://t.co/FUlShctAj8",
920,5.19964e+17,skylynn,positive,"Nash-ը bae է, Nash-ը կյանք է, բայց Skash (Skylynn and Nash) տեսանյութերը ընդամենը ամբողջ փաթեթն են: Հինգշաբթի շտապե՛ք, խնդրում եմ @Nashgrier #NashsNewVideo 2",
921,5.20312e+17,skylynn,positive,"Մինչև վաղը չեմ կարողանա տեսնել @Nashgrier-ի նոր տեսահոլովակը Skylynn-ի հետ, հիմա, երբ պետք է քնեմ, քանի որ վաղը հիմար քոլեջ ունեմ",
922,5.2002e+17,skylynn,positive,Վաղը անպայման փնտրեք Նաշի նոր տեսահոլովակը Skylynn-ի հետ #NashNewVideo սիրում եմ քեզ @Nashgrier,
923,5.19963e+17,skylynn,positive,"Ես ուզում եմ, որ այս օրն արագ ավարտվի, երբ Նեշը վաղը կտեղադրի իր տեսահոլովակը Skylynn-ի հետ, ես ԱՅՆՔԱՆ ՀՈԳՎԱԾ ԵՄ @Nashgrier",
924,5.19964e+17,skylynn,positive,"Նեշի տեսահոլովակը Skylynn-ի հետ վաղը կհրապարակվի: Բաժանորդագրվեք, որպեսզի բաց չթողնեք այն - http://t.co/Re1fk7YgoS",
925,5.19988e+17,skylynn,positive,"Հուզված եմ Skylynn-ի հետ վաղը @Nashgrier տեսահոլովակով, քանի որ նրա հետ տեսանյութերը միշտ լավագույնն են: Նա այնքան պաշտելի է:",
926,5.19965e+17,skylynn,positive,Ես շատ հուզված եմ Նեշի վաղվա նոր տեսահոլովակի համար Skylynn-ի հետ,
927,5.2035e+17,skylynn,positive,"Nash-ը bae է, Nash-ը կյանք է, բայց Skash (Skylynn and Nash) տեսանյութերը ընդամենը ամբողջ փաթեթն են: Հինգշաբթի շտապե՛ք, խնդրում եմ @Nashgrier #NashsNewVideo",
928,5.20173e+17,skylynn,positive,Նեշի նոր տեսահոլովակը skylynn-ի հետ կցուցադրվի վաղը: #անհանգիստ,
929,5.20172e+17,skylynn,positive,Կարո՞ղ ենք խոսել մեկ այլ #Nashlynn ՏԵՍԱՆՅՈՒԹԻ մասին ՎԱՂԸ ԴՈՒ ԳՆԱՍ ՆԵՇ ԵՎ ՍՔԱՅԼԻՆ,
930,5.20018e+17,skylynn,positive,"@Nashgrier նոր տեսահոլովակը կթողարկվի վաղը!! Ես լրջորեն չեմ կարող սպասել, հատկապես, քանի որ Skylynn-ը լինելու է դրանում: Նրանք միասին այնքան գեղեցիկ տեսք ունեն:",
931,5.22122e+17,spx,positive,SPX-ը հավաքվում է #sfgiants-ի վրա՝ 1-ին իննինգում 3-0 հաշվով բարձրանալով,
932,5.22298e+17,spx,positive,"@shjackcharts Բարի լույս Ջեկ: Հնարավո՞ր է, որ SPX-ը կարող է հասնել նոր բարձունքների այս հնարավոր ռալիով:",
933,5.2213e+17,spx,negative,@ukarlewitz Նայեք SPX-ին ամեն օր 2012թ. հունիսի սկզբին: Այն ընկավ SPX 200d SMA-ի կտրման հաջորդ օրը: Այս անգամ երեկ կտրվեց 200դ.,
934,5.22474e+17,spx,positive,"#SPX-ը պետք է փակվեր 1846-ից ցածր, որպեսզի 125-օրյա MAV-ն անջատվեր: Վերընթաց միտումը գոյատևում է: Վաղը SPX-ը պետք է բարձրանա՝ MAV-ի չարաշահումը կանխելու համար",
935,5.22437e+17,spx,negative,"SPX-ի շուկայի փլուզումը, ամենայն հավանականությամբ, 3-րդ ալիք է, լավ փորձեք կանգնեցնել վթարը, բայց նրանք չեն կարող կանգնեցնել այն հիմա (դե նման չէ)",
936,5.21829e+17,spx,positive,"Հաջողություն VBall թիմին վաղը երեկոյան ընդդեմ SPX-ի: Ավագների գիշերն է, այնպես որ ցույց տվեք ձեր աջակցությունը մեր 6 հիանալի տարեցներին: #SeniorNight #Celtics",
937,5.21697e+17,stoops,positive,"Ստոոպսն ասաց, որ Թաուլզը մի քանի լավ բաներ արեց շաբաթ օրը, ավելի լավ էր խնամում գնդակը, քան նախորդ շաբաթները:",
938,5.20997e+17,stoops,negative,"Իսկապե՞ս խոնարհվում է, վազիր գնդակը 3-րդ և 21-ին: Գերավճարված և ցածր արտադրանք,",
939,5.21032e+17,stoops,negative,"@SteveMaricle դուք, տղերք, իսկապես Ստոոպսին անհարմար տեղ եք դնում... Այսինքն՝ Հեյպելը նրա 1-ին պաշտպանն էր: Նրանք ունեն 14 տարվա պատմություն",
940,5.2099e+17,stoops,negative,"Հաղորդավարն ասաց, որ Mine Stoops-ը վրդովված է 3-րդ կետերի համար: Իսկ ի՞նչ կասեք կատաղածի մասին: OU-ը խուսափել է ևս մեկից Տեխասի վատ պատահարի վրա:",
941,5.20991e+17,stoops,negative,"Երբ նրանք ասացին, որ Ստոոպսը «վրդովված է 3-րդ անկման խնդիրներից», թվում էր, թե նրանք նկատի ունեն, որ OU-ն ունի խնդիրներ:",
942,5.20991e+17,stoops,negative,"Երբ նրանք ասացին, որ Ստոոպսը «վրդովված է 3-րդ անկման խնդիրներից», թվում էր, որ նրանք նկատի ունեն, որ OU-ն ունի խնդիրներ:",
943,5.22428e+17,stoops,positive,"Հինգշաբթի երեկոյան խաղում, որն օգնում էր հավաքագրմանը, Ստոոպսն ասաց. «Կարծում եմ՝ դա օգնում է»:",
944,5.2102e+17,stoops,positive,Ստուպսը ռեկորդային 10-րդ հաղթանակն է տարել սաքսետի նկատմամբ:,
945,5.229e+17,supernatural,positive,"Վաղն անելու ոչինչ չկա: Դուք կարող եք լինել, որ ես դիտելու եմ Supernatural-ը Netflix-ի ամբողջ օրը",
946,5.22878e+17,supernatural,positive,"Ես հենց նոր նստեցի իմ ննջասենյակում և 10 ժամ անընդմեջ դիտեցի Supernatural-ը, կարծում եմ, որ օգնության կարիք ունեմ",
947,5.22856e+17,supernatural,positive,"@netflix նույնպես, շնորհակալություն Supernatural-ի 9-րդ և Arrow-ի երկրորդ սեզոններն ավելացնելու համար: Դուք gr8 եք:",
948,5.21615e+17,swachh bharat,positive,"Ընկերներ, խնդրում եմ, վերցրեք Swachh Bharat-ի առցանց խոստումը վաղվա օրվա համար ավելի մաքուր և ավելի լավ լինելու համար: Օգնեք ինձ և մյուսներին... http://t.co/Bmt0bvRi0p",
949,5.21998e+17,swachh bharat,positive,"«Մաքուր միջավայրը կարող է հաջողության հասնել Swachh Bharat առաքելությունը». Նյու Դելի, հոկտեմբերի 14 (IANS) Մարդկային ռեսուրսների զարգացում... http://t.co/zPATTkvLqm",
950,5.21953e+17,swachh bharat,negative,Ոչ միայն քաղաքային կոշտ թափոնների վատ կառավարումը կարող է հանգեցնել Բհոպալում Swachh Bharat արշավի ձախողմանը:,
951,5.19892e+17,swachh bharat,negative,"ինչու է #BangaloreIn90-ականները թրենդային, գուցե այն զերծ էր աղբից, Swachh Bharat արշավի կարիք չուներ:",
952,5.1864e+17,swachh bharat,positive,"Swachh Bharat. Եկեք, ժամանակն է մաքրել, - գրում է @sonalkalra http://t.co/95B2R3nIKD http://t.co/e5xijXIA27",
953,5.21421e+17,tegan,negative,"Ես շոկի մեջ եմ, որ Թեգանը վաղը պատրաստվում է մարզվել",
954,5.20647e+17,tegan,positive,"Փառք ԱՍՏԾՈ, ես վաղը գիշերը կանցկացնեմ Թեգանի հետ, մինչ իմ բոլոր հարուստ ընկերները խելահեղ մտավոր ժամանակներ են անցկացնում քաղաքում առանց մեզ",
955,5.22578e+17,tegan,positive,"@toonumbtofeel @smirksandstars TJ. Ես տարված եմ 2-րդով և՛ Սառայով, և՛ Թեգանով",
956,5.20321e+17,tegan,positive,"@KirstyLPorter hollyoaks-ը զարմանալի էր այս երեկո: Ժամը 7:00, ուրախ եմ, որ Թեգանն ու Ֆրեդին լավ են: Չեմ կարող սպասել վաղվա գիշերներին :)",
957,5.23087e+17,tegan,positive,Որոշ Tegan և Pepper զվարճանք ուրբաթօրյա ժպիտի համար: Նրանք երկուսն էլ սիրում են նույն խաղալիքը: «Shaky baby»-ը նվեր էր մորաքույր Քրիստիից։,
958,5.21058e+17,tegan,positive,"[[Տխուր հառաչում է՝ նշան տալով @VarmintSpitfire-ին իմ գիրկը:]] Հիմա կարող է այդպես թվալ, բայց դուք ունեք Tegan, ինչ-որ բան ճիշտ է:",
959,5.21224e+17,tegan,positive,"Omg Tegan & AMP; Սառան նոյեմբերի 14-ին կլինի Օքլենդում, ես պետք է գնամ:",
960,5.22532e+17,tegan,positive,Մեդին ու Թեգանը 24 ժամ չքնելուց հետո կանգնեցին ինձ հետ կիզիչ արևի տակ՝ սպասելով իմ ավտոբուսի գալուն։ Ես իսկապես սիրում եմ նրանց։,
961,5.22168e+17,tegan,positive,"Sooooo «Out of the Woods»-ը, հնարավոր է, հենց նոր դարձրեց ինձ Թեյլոր Սվիֆթի երկրպագու, ինչպես «Closer»-ը ստիպեց ինձ վերջապես լսել Tegan-ին &amp; Սառա.",
962,5.22598e+17,tegan,negative,"իսկ հիմա ես պետք է լսեմ Tegan & AMP; Սառա, որովհետև ես այնքան անիծյալ զայրացած եմ 7-րդ դասարանի սոցիալական ճնշումների մասին կարդալուց հետո",
963,5.21522e+17,tegan,positive,@t_stuparyk արի Թեգան դու դրանից լավն ես։ Սմհ. ֆուրրեալ.,
964,5.21804e+17,the big bang theory,positive,Մեծ պայթյունի տեսության 7-րդ սեզոնը անհամեմատ լավագույնն է,
965,5.20386e+17,the big bang theory,positive,Հինգշաբթի գիշերային ֆուտբոլը հեռուստատեսային ամենավատ շոուն է: Եվ ես սիրում եմ Մեծ պայթյունի տեսությունը:,
966,5.19648e+17,the big bang theory,negative,@SemiTypicalWG. Մեծ պայթյունի տեսությունը ծիծաղելի չէ: Ինտելեկտի պակասը կարող է լինել #ուղղակի ասելու խնդիրը,
967,5.19533e+17,the big bang theory,positive,"Վաղը ես ձախողվելու եմ, այնպես որ դա ինձ այլևս չի հետաքրքրում: Ես կփորձեմ մի փոքր ուրախացնել ինձ և դիտել Մեծ պայթյունի տեսությունը:",
968,5.20785e+17,the big bang theory,positive,"Բացվեց Մեծ պայթյունի տեսությունը, ուստի շատ արդյունավետ ուրբաթ էր",
969,5.2082e+17,the big bang theory,positive,"Իմ շաբաթ երեկոն բաղկացած է նրանից, որ ես դիտում եմ Մեծ պայթյունի տեսության 7-րդ սեզոնը Cam-ի հետ :)",
970,5.20292e+17,the big bang theory,positive,Յաաաաայ «Մեծ պայթյունի տեսության» նոր սեզոնը մեկնարկում է հոկտեմբերի 23-ին //,
971,5.2082e+17,the big bang theory,positive,"Իմ ուրբաթ երեկոն բաղկացած է նրանից, որ ես դիտում եմ Մեծ պայթյունի տեսության 7-րդ եթերաշրջանը Cam-ի հետ :)",
972,5.19523e+17,the big bang theory,positive,«Մեծ պայթյունի տեսությունում» Շելդոնն իմ ամենասիրած ptn-ն է,
973,5.2029e+17,the big bang theory,positive,"@alannadaubney-ն հենց նոր տեսավ, որ այն գովազդում է հեռուստատեսությամբ, որ Մեծ պայթյունի տեսությունը սկսվում է հոկտեմբերի 23-ին: #yas #TBBT #newsseries",
974,5.18873e+17,the horn,positive,"Շնորհակալ եմ @wheatus-ին, որ ստորագրել եք իմ շապիկը և թույլ եք տվել, որ մենք ձեզ հետ սելֆիներ անենք: Դուք զարմանալի էիք շչակով անցած չորեքշաբթի: X",
975,5.22147e+17,the horn,positive,Վաղը Horn Free Day-ը: Դա հնարավոր է?,
976,5.1823e+17,the horn,positive,"Դա խաղ է: Falcons-ը ընկնում է Հոգանին 55-21: Կհանդիպենք Homecoming-ում հաջորդ շաբաթ օրը, Horn-ում, ժամը 1:00-ին:",
977,5.1981e+17,the horn,positive,"Դե, գեղեցիկ մարդիկ, իրական ալբոմը ամբողջ փառքով կժամանի այսօր պատրաստ վաղվա համար Հորն: Շնորհակալություն @discfactory-ին, տղերք, ռոք",
978,5.21773e+17,the horn,positive,"Այս ուրբաթ գնալով Horn խաղին հարգանք ցուցաբերելու համար: Իմացեք, որ հիմա դժվար ժամանակ է: #RIPTreyCruz",
979,5.2087e+17,the horn,positive,"Այժմ նվագում է @FlagshipOffcl-ի դեբյուտային ալբոմը. այն կթողարկվի երկուշաբթի, իսկ խումբը նվագում է The Horn երեքշաբթի օրը: :-) http://t.co/n0zcm3ML4p",
980,5.22988e+17,the royals,positive,"Համաշխարհային շարք երեքշաբթի. Ինձ դուր են գալիս հսկաները, բայց ես գլորվում եմ Ռոյալների հետ 6-ում։ #Մոխրոտը",
981,5.23069e+17,the royals,positive,"Պատրաստվեք, որ Արքայական ակումբը մրցակից ունի World Series-ում: Կապույտ հագուստով տղաները կխաղան Սան Ֆրանցիսկոյի Ջայանցի հետ: Առաջին խաղը երեքշաբթի KC-ում:",
982,5.22972e+17,the royals,positive,"@LA_ALEX4 Ուրեմն Արքայական ակումբը, ով հաղթեց wild card-ը և 29 տարվա մեջ 1-ին անգամ դուրս եկավ փլեյ-օֆֆ, ամենատաղանդավոր թիմն է AL-ում: Ահահա",
983,5.22988e+17,the royals,positive,"Համաշխարհային շարք երեքշաբթի. Ինձ դուր են գալիս հսկաները, բայց ես Ռոյալների հետ խաղում եմ 6-ում: #Cinderella թիմը",
984,5.23098e+17,the royals,positive,"Արքայական ընտանիքը ստիպված է նորից ավլել, այդ կերպ տոնը շաբաթ է, ոչ թե երեքշաբթի կամ չորեքշաբթի:",
985,5.23081e+17,the royals,positive,"Royals Rumblings հոկտեմբերի 17-ին: Royals-ը բեյսբոլի, թանկարժեք WS tix-ի և #bringbacksungwoo-ի ապագան է http://t.co/cWBpFg5Uw4",
986,5.22972e+17,the royals,positive,"The Giants-ը թռչելու է Կանզաս Սիթի՝ հանդիպելու Royals-ին World Series-ում, որը կսկսվի երեքշաբթի օրը: Երկու թիմերն էլ այս պահին սպիտակներով են հանդես գալիս:",
987,5.23094e+17,the royals,positive,Ուրբաթ է։ Մենք միս հաց ենք ընդունում: Իսկ թագավորական թիմը դեռ գնում է համաշխարհային սերիա: #notadream #goodstuff http://t.co/IXweSemgHX,
988,5.23044e+17,the royals,positive,"@gtsmale կհանդիպենք շաբաթ օրը - պետք է ասեմ ձեզ, որ ես հանգիստ եմ Ռոյալների համար այն բանից հետո, թե ինչպես են նրանք խաղացել Post Season-ը",
989,5.23049e+17,the royals,positive,"Ռոյալները հաղթում են հայրիկին, իսկ ես տոնում եմ, ինչպես թագավորական թիմը նվաճել է WS նավահանգիստ, քանի որ մենք այնտեղ չենք լինի 4-րդ խաղի համար: JGuts-ը կարող է դասակարգվել որպես 5-րդ լավագույնը:",
990,5.22977e+17,the royals,positive,"@KingKinsler Ես վաղվա համար Rex-ում սյունակ կունենամ: Ես պարզապես չեմ ցանկանում խոսել Jets-ի հետ, երբ թագավորականներն այդքան լավ են անում:",
991,5.22767e+17,toyota,positive,Ավտոմեքենայի ֆինանսավորման կարիք կա՞ Հոլիվուդի Toyota-ն ձեզ լուսաբանել է: http://t.co/rMFV0qYNOK,
992,5.23078e+17,toyota,positive,"Այո, ուրբաթ! Հնարավորությունները շատ են: Ես տեսել եմ TOYOTA բեռնատարները, որոնց վրա դրված է «YO»: Այսօր ես Mitsubishi էի, որն ասում էր «t u shi»",
993,5.22775e+17,toyota,positive,Արուշայում՝ վաղվա ամենամյա Toyota կոկտեյլի և ընթրիքի համար HRC-ում: Անհամբեր սպասում ենք հին ընկերներին և Toyota-ի հաճախորդներին:,
994,5.22888e+17,toyota,positive,"Toyota հիբրիդներ, որոնք կոչվում են մեծ պահանջարկ ունեցող վարկեր. յուղել ափը հունվարի 1-ի դիմաց. MeKupvjcm",
995,5.22767e+17,toyota,positive,"Ուրախ հինգշաբթի: Northshore Toyota-ն պահեստում ունի բազմաթիվ մեքենաներ, որոնց վրա գրված է ձեր անունը: Արի՛ #CovingtonLA #cardealership #Toyotacars",
996,5.22763e+17,toyota,positive,"#boldindenver Ես կարող եմ կողմնակալ լինել, բայց կարծում եմ, որ Toyota-ն արտադրում է լավագույն մեքենաները: Շատ եմ քշել, բայց փողի համար... #toyotawins",
997,5.22889e+17,toyota,positive,Toyota-ն 11-րդ տարին անընդմեջ ճանաչվել է աշխարհի լավագույն ավտոմոբիլային ապրանքանիշ: http://t.co/pPOSF0A0dr,
998,5.22914e+17,tvd,positive,"Հինգշաբթի օրերը միշտ ամենալավն են. ինչպես ազատվել սպանությունից, հեռուստատեսությամբ և սկանդալից: #HursdaysLife",
999,5.22908e+17,tvd,negative,"Տբհ, ես ուտում էի և մոռացել էի TVD-ի մասին, և ես ունեմ OCD, երբ խոսքը վերաբերում է շոուի առաջին մասը բաց թողնելու համար... Այսպիսով, ես կսպասեմ մինչև վաղը:",
1000,5.22909e+17,tvd,negative,Ես ատում եմ հեռուստացույց դիտել կեսից: Ես վաղը կտեսնեմ էպիզոդը...,
1001,5.2303e+17,tvd,positive,"Ուրբաթ օրերն այնքան ծանր են, որ դուք չեք կարող որևէ բան անել առանց գրեթե պարզելու, թե ինչ է տեղի ունենում TVD-ում",
1002,5.22931e+17,tvd,positive,Ես երեխայի պես լաց եղա TVD 6-րդ եթերաշրջանի 2-րդ դրվագում։,
1003,5.22886e+17,tvd,positive,@Nita_Reid Այս օրերին ֆուտբոլի պատճառով չկարողացա ուղիղ եթերում դիտել TVD-ն: Ամեն հինգշաբթի երեկոյան ժամը 8-ին տեղի է ունենում ավագ դպրոցի ՖԲ: WTF-ի նման:,
1004,5.22996e+17,tvd,positive,"TVD-ն հազիվ է սեզոնի 3-րդ դրվագում, և պատմությունն արդեն շատ լավն է",
1005,5.22887e+17,tvd,positive,"Ես երբեք լավ չեմ լինի այն փաստի հետ, որ ես պետք է բաց թողնեմ Grey's-ը և TVD-ն ամեն հինգշաբթի երեկոյան:",
1006,5.22925e+17,tvd,positive,"Շնորհակալություն TVD @christinemly-ի մասին հիշեցման համար: Ինձ տխրեցնում է, երբ հինգշաբթի գիշերը դասի եմ նստում:",
1007,5.22962e+17,tvd,positive,"մոռացել էի, որ հինգշաբթի էր, ուստի ես բաց թողեցի TVD-ի ևս մեկ դրվագ... ես հրաժարվում եմ կյանքից",
1008,5.229e+17,tvd,positive,"Այսօր միգուցե իսկապես անմխիթար օր էր, բայց դա նորմալ է, քանի որ հիմա TVD-ի և թագավորության ժամանակն է, այնպես որ գոնե ես ուրախ կլինեմ առաջիկա 2 ժամվա ընթացքում:",
1009,5.22964e+17,ucla,positive,Հուզված եմ վաղը UCLA գնալով: Ավտոբուսը մեկնում է 4:30: Սննդի համար դոլար բերեք։ Բերեք սպորտային վերնաշապիկ:,
1010,5.22923e+17,ucla,positive,Հակահարձակման և UCLA-ն վերականգնում է առաջատարությունը: 25-րդ րոպեին 2-1 է: Առայժմ շատ գոլեր.,
1011,5.22817e+17,ucla,negative,@TonyMiano Թող Քրիստոսի փրկարար լույսը փայլի UCLA-ի խավարում... ամեն:,
1012,5.22731e+17,vampire diaries,positive,"Հինգշաբթի օրվա լավագույն մասն այն է, որ «Վամպիրի օրագրերը» խաղում են:",
1013,5.2289e+17,vampire diaries,positive,"Հինգշաբթի օրը լավ օր է։ The Vampire Diaries, Grey's Anatomy, Reign, Scandal and How To Get Away With Murder. #TGIT",
1014,5.22921e+17,vampire diaries,positive,Հինգշաբթին շաբաթվա լավագույն օրն է Vampire Diaries-ի շնորհիվ: #tvd,
1015,5.22894e+17,vampire diaries,positive,Այո՛ Vampire Diaries-ը պատրաստվում է սկսել: Դա իմ ամենասիրած բանն է հինգշաբթի: @cwtvd #vampirediariesseason6 #delenaforever,
1016,5.22847e+17,vampire diaries,positive,"Հինգշաբթի օրերն ավելի լավն են, քան մ.թ.ա. Սկանդալը և Արնախումների օրագրերը",
1017,5.22744e+17,vampire diaries,negative,"Vampire Diaries-ն արդեն կործանում է իմ կյանքը, և ես միայն առաջին սեզոնի 8-րդ սերիայում եմ: Լավ.",
1018,5.22776e+17,vampire diaries,positive,Հինգշաբթի գիշերները լավագույնն են: Ինչո՞ւ։ Օրիգինալները և Արնախումների օրագրերը իմ երկու լավագույն տիկնոջ հետ:,
1019,5.2288e+17,vampire diaries,positive,"Ես անկեղծորեն կարծում եմ, որ այս պահից մինչև մայիս, միակ բանը, որին անհամբերությամբ կսպասեմ ուրբաթ օրերին, Վամպիրի օրագրերը դիտելն է:",
1020,5.22899e+17,vampire diaries,positive,"Vampire Diaries, Greys, Scandal, WTGAWM #TGIT & AMP; Pats խաղը!! Այնպես որ, ուրախ է, որ հինգշաբթի!!",
1021,5.22579e+17,vampire diaries,positive,"Վաղվա իմ հոգեբանության քննության վրա կենտրոնանալու փոխարեն... Այն ամենը, ինչի մասին կարող եմ մտածել, Վամպիրի օրագրերն են: #ԿԱՊՎԱԾ #netflixqueen",
1022,5.22917e+17,vampire diaries,positive,"Լուրջ, վաղը չհամակերպվելով Նիկոլի խայտառակության հետ, քանի որ այս ամբողջ աշխատանքը ինձ ստիպեց կարոտել «Վամպիրի օրագրերը» այս երեկո",
1023,5.22941e+17,vampire diaries,positive,"Երբ ես հասկացա, որ կարոտել եմ «Վամպիրի օրագրերը», իրական կյանքը մի րոպե նստեց այնտեղ:",
1024,5.22869e+17,vampire diaries,positive,"Նույնիսկ այս վնասվածքի դեպքում այն ​​փաստը, որ նրա հինգշաբթի օրը և ես կարող եմ դիտել Vampire Diaries-ը, ինձ ուրախացնում է: #The Vampire Diaries",
1025,5.22953e+17,vampire diaries,positive,"Հենց նոր մորս տեղեկացրի այն մասին, որ ես վաղը բաց եմ թողնում դպրոցը՝ «Վամպիրի օրագրերը» դիտելու համար",
1026,5.22938e+17,vampire diaries,positive,Կիրակի - Քայլող Մեռյալ Երկուշաբթի - Գոթեմ Չորեքշաբթի - 100 Հինգշաբթի - Արնախումների օրագրերը պարզապես ապրում են կյանքը լիարժեք,
1027,5.22543e+17,vampire diaries,positive,"Վաղը օրն է Տիկնայք & AMP; Պարոնայք, խնդրում եմ, ողջունեք, որ Վամպիրի օրագրերը մոտ են",
1028,5.22453e+17,ventura,positive,"Վենտուրա, Կալիֆորնիա. կհանդիպենք հաջորդ չորեքշաբթի երեկոյան The Tavern w/ @Bthemourning-ում",
1029,5.22909e+17,ventura,negative,"ուզում էի գնալ Ջոյի ելույթին այս երեկո, բայց հետո նորից կարող էի գնալ շաբաթ օրը, քանի որ հիշեցի, որ Վենտուրայի շոուները թույլ են՝ համեմատած LA/OC շոուների հետ։",
1030,5.22451e+17,ventura,positive,@KeatonStromberg-ը անհամբերությամբ սպասում է նոյեմբերի 1-ին Վենտուրայում կայանալիք ձեր համերգին: Ես վերջապես կհանդիպեմ քեզ:,
1031,5.22608e+17,ventura,positive,"Պարզապես շահեց մի զույգ @joeyBADASS_ & AMP; @StatikSelekt տոմսեր Վենտուրայի վաղվա համար, որևէ մեկն ուզում է հավելյալ գումար:",
1032,5.22526e+17,ventura,positive,"Հավանաբար հունիսի 21-ին պատրաստվում եմ գնալ Վենտուրա շեղված, ես այնքան հուզված եմ:",
1033,5.22266e+17,ventura,positive,"@BenGolombek @Political_Data Վաղը կեսօրին: Վենտուրան ամենօրյա է. Հուսանք, որ այն կպարունակի տոննա վերադարձներ:",
1034,5.226e+17,ventura,negative,@jordanscoots22 @siggneee @that_chick_mc @mcdemar123 Վենտուրան չկարողացավ հասնել և կիրակնօրյա կոմպ idk,
1035,5.22879e+17,ventura,positive,"@WaldoGlenn կա նաև լավ հնարավորություն, որ տեսնենք Վենտուրայի թեթևացումը 5-րդում:",
1036,5.22401e+17,ventura,positive,"Հետևում է ուրբաթ օրը մինչև Redcar՝ դիտելու Sumer Stroll-ը, որը, եթե այն չոր մնա, հնարավորություն կունենա հերթական հաղթանակը գրանցել: Վենտուրան վտանգ է",
1037,5.22632e+17,ventura,positive,"Ես պարզապես հիշում եմ, որ Էթանը ինձ այնքան շատ ծիծաղեց Վենտուրայում, այնպես որ կարծում եմ, որ դրա համար ես ոգևորված եմ վաղը վերամիավորվելու համար, հահահա",
1038,5.21442e+17,vettel,negative,"@McLaren_Soul Ես իսկապես չեմ տեսնում այն, ինչ դուք տեսնում եք Ֆետելում... Հոգ տանել կիսվելու համար: Այդ տղան կարող է 4 անգամ լինել WDC, բայց նա այնքան էլ հիանալի չէ",
1039,5.21997e+17,vettel,positive,"@JoeyLemons Հա, ես ենթադրում եմ, որ գեղեցկությունը տեսողի աչքին է: Ես ուղղակի ուրախ եմ, որ Ֆետելի 5-րդ անընդմեջ առաջնությունը չէ #easilypleased",
1040,5.22296e+17,vettel,negative,"Զվարճալի է դիտել, թե ինչպես են Ֆետելին վերաբերվում 2-րդ կարգի քաղաքացու պես. Red Bull Webber ռեժիմ:",
1041,5.21966e+17,vettel,positive,"Մարկոն Ֆետելի մասին. «Ես նաև հավատում եմ, որ տեղափոխվելու պահն իդեալական էր. Ferrari-ն անկում է ապրել...» - http://t.co/VFdZoxOre3 #F1",
1042,5.22029e+17,vettel,positive,"Ֆետելը 100%-ով ճիշտ է. «Դուք գուցե մի քանի առաջարկ ունե՞ք, թե ինչպես կարող եմ շաբաթ օրը կեսօրն անցկացնել Օսթինում»։ http://t.co/6t6aZYBFNt",
1043,5.22984e+17,vikings,positive,"Վիկինգները համոզվեք, որ վաղը կարմիր հագնեք՝ ցույց տալու ձեր վիկինգների հպարտությունը նաև խաղի ժամանակ",
1044,5.22933e+17,vikings,positive,"Ինը շաբաթվա թեստավորման շնորհիվ Pep Rally-ն կսկսվի վաղը՝ հոկտեմբերի 17-ին, ժամը 1:30-ին: Go Vikings!!",
1045,5.2297e+17,vikings,positive,"@namelessree lol isa lng sulusyon jan .. VIKINGS! Mag sawa mga kapatid mo iba't ibang food .. Vikings-ը միակ բուֆետային ռեստորանն է, որն ինձ դուր է գալիս",
1046,5.22953e+17,vikings,negative,"Ոչինչ, երբ մենք կիրակի օրը հաղթենք վիկինգներին, մենք միայն մի խաղ հետ կլինենք",
1047,5.22979e+17,vikings,negative,Ուեյն նահանգը (@wscwildcats) շաբաթ օրը ժամը 13:00-ին կմասնակցի Augustana քոլեջին: Վայրի կատուները (4-2) 4 անընդմեջ հաղթանակ են տարել վիկինգների նկատմամբ: #NSIC,
