      POS  HWN_Offset SWN_Offset                 Armenian                                       English  Positive  Negative  Objective
0       a         NaN   00011160                     ագահ                                greedy,glutton     0.000     0.000      1.000
10581   v         NaN   02479990                    սփռել                                    distribute     0.000     0.000      1.000
10582   v         NaN   02754598                    սփռել                                    distribute     0.125     0.000      0.875
10583   v         NaN   02754696                    սփռել                                    distribute     0.000     0.000      1.000
10584   v         NaN   02754855                    սփռել                                    distribute     0.000     0.000      1.000
10585   v         NaN   02164694                սքանչանալ                                        admire     0.625     0.000      0.375
10586   a         NaN   01807799                 սքանչելի                            charming,exquisite     0.875     0.000      0.125
10587   a         NaN   00218837                 սքանչելի                            charming,exquisite     0.500     0.125      0.375
10588   a         NaN   00114797                      սեւ                                         black     0.125     0.500      0.375
10589   a         NaN   00241952                      սեւ                                         black     0.000     0.000      1.000
10590   a         NaN   00392812                      սեւ                                         black     0.000     0.375      0.625
10591   n         NaN   03230914            սեւագրություն                              draft,rough copy     0.000     0.000      1.000
10592   n         NaN   10710632                     վագր                                         tiger     0.000     0.000      1.000
10593   n         NaN   13100677                      վազ                                          vine     0.000     0.000      1.000
10594   v         NaN   01926311                    վազել                                           run     0.000     0.000      1.000
10595   v         NaN   01583881                 վազեցնել                                         chase     0.000     0.000      1.000
10596   n         NaN   00308871                     վազք                                           run     0.000     0.000      1.000
10597   n         NaN   13995935                     վազք                                           run     0.000     0.000      1.000
10598   n         NaN   15262120                     վազք                                           run     0.000     0.000      1.000
10599   n         NaN   13849296             վաթսուներորդ                                      sixtieth     0.000     0.000      1.000
10600   n         NaN   04765586                 վալյուտա                                      currency     0.000     0.000      1.000
10601   n         NaN   13385913                 վալյուտա                                      currency     0.000     0.000      1.000
10602   v         NaN   01780104                 վախեցնել                     frighten,scare,intimidate     0.125     0.000      0.875
10603   v         NaN   01781180                 վախեցնել                     frighten,scare,intimidate     0.125     0.000      0.875
10604   a         NaN   00812952                      վաղ                                         early     0.000     0.000      1.000
10605   a         NaN   00817424                      վաղ                                         early     0.000     0.000      1.000
10606   a         NaN   00819852                      վաղ                                         early     0.000     0.000      1.000
10607   a         NaN   01648617                      վաղ                                         early     0.000     0.000      1.000
10608   a         NaN   01732958                      վաղ                                         early     0.000     0.250      0.750
10609   a         NaN   00812952                  վաղաժամ                               early,premature     0.000     0.000      1.000
10610   a         NaN   00817424                  վաղաժամ                               early,premature     0.000     0.000      1.000
10611   a         NaN   00819852                  վաղաժամ                               early,premature     0.000     0.000      1.000
10612   a         NaN   01648617                  վաղաժամ                               early,premature     0.000     0.000      1.000
10613   a         NaN   01732958                  վաղաժամ                               early,premature     0.000     0.250      0.750
10614   a         NaN   01495535                  վաղաժամ                               early,premature     0.000     0.000      1.000
10615   a         NaN   00812952            վաղ առավոտյան                                         early     0.000     0.000      1.000
10616   a         NaN   00817424            վաղ առավոտյան                                         early     0.000     0.000      1.000
10617   a         NaN   00819852            վաղ առավոտյան                                         early     0.000     0.000      1.000
10618   a         NaN   01648617            վաղ առավոտյան                                         early     0.000     0.000      1.000
10619   a         NaN   01732958            վաղ առավոտյան                                         early     0.000     0.250      0.750
10620   n         NaN   15155891                     վաղը                                      tomorrow     0.000     0.000      1.000
10621   n         NaN   15263795                     վաղը                                      tomorrow     0.000     0.125      0.875
10622   a         NaN   00820219                 վաղուցվա                                    old,recent     0.000     0.000      1.000
10623   a         NaN   00966357                 վաղուցվա                                    old,recent     0.375     0.250      0.375
10624   a         NaN   01638438                 վաղուցվա                                    old,recent     0.000     0.375      0.625
10625   a         NaN   01643620                 վաղուցվա                                    old,recent     0.375     0.000      0.625
10626   a         NaN   01642477                 վաղուցվա                                    old,recent     0.000     0.000      1.000
10627   v         NaN   00767635                  վաճառել                                          sell     0.000     0.000      1.000
10628   v         NaN   02235666                  վաճառել                                          sell     0.000     0.000      1.000
10629   v         NaN   02242464                  վաճառել                                          sell     0.000     0.000      1.000
10630   v         NaN   02727883                  վաճառել                                          sell     0.000     0.000      1.000
10631   v         NaN   02748206                  վաճառել                                          sell     0.250     0.000      0.750
10632   v         NaN   02748355                  վաճառել                                          sell     0.125     0.000      0.875
10633   n         NaN   01114824                   վաճառք                                          sale     0.000     0.000      1.000
10634   n         NaN   01117541                   վաճառք                                          sale     0.000     0.000      1.000
10635   n         NaN   14564306                   վաճառք                                          sale     0.125     0.000      0.875
10636   a         NaN   02415025              վայելչակազմ                                       slender     0.000     0.000      1.000
10637   n         NaN   00846326                   վայելք                                  pleasure,jam     0.500     0.000      0.500
10638   n         NaN   01071746                   վայելք                                  pleasure,jam     0.125     0.000      0.875
10639   n         NaN   05790452                   վայելք                                  pleasure,jam     0.000     0.000      1.000
10640   n         NaN   07642933                   վայելք                                  pleasure,jam     0.000     0.000      1.000
10641   v         NaN   01192510                   վայլել                                         enjoy     0.500     0.000      0.500
10642   v         NaN   02110793                   վայլել                                         enjoy     0.500     0.000      0.500
10643   n         NaN   03264136                     վայր                                 edge,district     0.000     0.000      1.000
10644   n         NaN   03264542                     վայր                                 edge,district     0.000     0.000      1.000
10645   n         NaN   05158857                     վայր                                 edge,district     0.250     0.000      0.750
10646   a         NaN   00601650                  վայրենի                                   savage,wild     0.000     0.000      1.000
10647   a         NaN   01727303                  վայրենի                                   savage,wild     0.250     0.000      0.750
10648   a         NaN   02390335                  վայրենի                                   savage,wild     0.250     0.250      0.500
10649   n         NaN   00052334                 վայրէջքի                                       landing     0.000     0.000      1.000
10650   n         NaN   00052500                 վայրէջքի                                       landing     0.000     0.000      1.000
10651   n         NaN   03638511                 վայրէջքի                                       landing     0.000     0.000      1.000
10652   n         NaN   13250048          վայրէջք կատարել                                          land     0.000     0.000      1.000
10653   n         NaN   00052334         վայրէջք կատարելը                                       landing     0.000     0.000      1.000
10654   n         NaN   00052500         վայրէջք կատարելը                                       landing     0.000     0.000      1.000
10655   n         NaN   03638511         վայրէջք կատարելը                                       landing     0.000     0.000      1.000
10656   a         NaN   00601650                    վայրի                                          wild     0.000     0.000      1.000
10657   a         NaN   01727303                    վայրի                                          wild     0.250     0.000      0.750
10658   a         NaN   02390335                    վայրի                                          wild     0.250     0.250      0.500
10659   n         NaN   10568083                 վայրկյան                                instant,second     0.000     0.000      1.000
10660   n         NaN   13846546                 վայրկյան                                instant,second     0.000     0.000      1.000
10661   n         NaN   02936921                   վանդակ                            cage,lattice,crate     0.000     0.000      1.000
10662   n         NaN   13998966                   վանդակ                            cage,lattice,crate     0.000     0.000      1.000
10663   n         NaN   05729875                   վանդակ                            cage,lattice,crate     0.000     0.000      1.000
10664   n         NaN   03127925                   վանդակ                            cage,lattice,crate     0.000     0.000      1.000
10665   v         NaN   01583881                    վանել                               chase,push away     0.000     0.000      1.000
10666   n         NaN   14906500                    կանեփ                                          hemp     0.000     0.000      1.000
10667   n         NaN   03404449                  վառարան                          furnace,heater,stove     0.000     0.000      1.000
10668   n         NaN   04330267                  վառարան                          furnace,heater,stove     0.000     0.000      1.000
10669   v         NaN   02333358                    վառել                    heat,set fire,furnace,burn     0.000     0.000      1.000
10670   v         NaN   01829292                    վառել                    heat,set fire,furnace,burn     0.500     0.000      0.500
10671   v         NaN   02268881                    վառել                    heat,set fire,furnace,burn     0.000     0.000      1.000
10672   v         NaN   02485322                    վառել                    heat,set fire,furnace,burn     0.000     0.000      1.000
10673   n         NaN   14875077                  վառելիք                              fuel,combustible     0.000     0.000      1.000
10674   v         NaN   01829292                   վառվել                                          burn     0.500     0.000      0.500
10675   v         NaN   02268881                   վառվել                                          burn     0.000     0.000      1.000
10676   v         NaN   02485322                   վառվել                                          burn     0.000     0.000      1.000
10677   n         NaN   03217458                վավերագիր                                      document     0.000     0.000      1.000
10678   n         NaN   13403331                վավերագիր                                      document     0.000     0.000      1.000
10679   v         NaN   00221840               վավերացնել                 confirm,ratify,assert,testify     0.000     0.000      1.000
10680   v         NaN   02474603               վավերացնել                 confirm,ratify,assert,testify     0.000     0.000      1.000
10681   v         NaN   02476518               վավերացնել                 confirm,ratify,assert,testify     0.000     0.000      1.000
10682   a         NaN   01125429                      վատ                                           bad     0.000     0.625      0.375
10683   a         NaN   02298642                      վատ                                           bad     0.000     0.500      0.500
10684   a         NaN   02345713                      վատ                                           bad     0.000     0.625      0.375
10685   a         NaN   00231252                վատագույն                                         worse     0.000     0.750      0.250
10686   v         NaN   02267529                   վատնել                                   spend,waste     0.250     0.000      0.750
10687   v         NaN   01161087                   վատնել                                   spend,waste     0.500     0.000      0.500
10688   v         NaN   02223479                   վատնել                                   spend,waste     0.000     0.000      1.000
10689   n         NaN   02396014                    վարազ                                          boar     0.000     0.000      1.000
10690   n         NaN   04811296                    վարակ                              infect,infection     0.000     0.125      0.875
10691   n         NaN   04851421                    վարակ                              infect,infection     0.750     0.000      0.250
10692   n         NaN   13498404                    վարակ                              infect,infection     0.125     0.000      0.875
10693   n         NaN   13498666                    վարակ                              infect,infection     0.000     0.000      1.000
10694   n         NaN   14174549                    վարակ                              infect,infection     0.125     0.125      0.750
10695   v         NaN   00089750                  վարակել                                        infect     0.250     0.125      0.625
10696   v         NaN   00605498                  վարակել                                        infect     0.125     0.000      0.875
10697   v         NaN   02580237                  վարակել                                        infect     0.000     0.000      1.000
10698   v         NaN   01213614                 վարակվել                                         seize     0.000     0.000      1.000
10699   v         NaN   01365839                 վարակվել                                         seize     0.000     0.000      1.000
10700   v         NaN   01611901                  վարարել                                        spread     0.000     0.000      1.000
10701   n         NaN   01057053                  վահանակ                                         stand     0.000     0.000      1.000
10702   n         NaN   04301000                  վահանակ                                         stand     0.000     0.000      1.000
10703   n         NaN   08438384                  վահանակ                                         stand     0.000     0.000      1.000
10704   n         NaN   08653706                  վահանակ                                         stand     0.000     0.000      1.000
10705   n         NaN   07346057                 վարանում                                   fluctuation     0.000     0.000      1.000
10706   n         NaN   04255034                   վարդակ                                   socket,plug     0.000     0.000      1.000
10707   n         NaN   04255163                   վարդակ                                   socket,plug     0.000     0.000      1.000
10708   n         NaN   05280831                   վարդակ                                   socket,plug     0.125     0.000      0.875
10709   n         NaN   04970916                    վարդի                                          pink     0.000     0.125      0.875
10710   v         NaN   00675592                վարելահող                                  arable,field     0.000     0.000      1.000
10711   v         NaN   00815539                վարելահող                                  arable,field     0.250     0.000      0.750
10712   v         NaN   01081852                վարելահող                                  arable,field     0.000     0.000      1.000
10713   v         NaN   01082290                վարելահող                                  arable,field     0.000     0.000      1.000
10714   v         NaN   01931262                վարժեցնել                                         coach     0.000     0.000      1.000
10715   v         NaN   01824253                  վարժվել                                 get used,wean     0.625     0.000      0.375
10716   n         NaN   00631378      վարժություն կատարել                                      practice     0.000     0.000      1.000
10717   n         NaN   05667196      վարժություն կատարել                                      practice     0.375     0.000      0.625
10718   n         NaN   00037200                     վարկ               credit,prestige,reputation,loan     0.375     0.250      0.375
10719   n         NaN   06346681                     վարկ               credit,prestige,reputation,loan     0.000     0.000      1.000
10720   n         NaN   13378518                     վարկ               credit,prestige,reputation,loan     0.000     0.000      1.000
10721   n         NaN   14439294                     վարկ               credit,prestige,reputation,loan     0.000     0.000      1.000
10722   n         NaN   13398953                     վարկ               credit,prestige,reputation,loan     0.000     0.000      1.000
10723   v         NaN   02217266               վարկավորել                                       finance     0.000     0.000      1.000
10724   v         NaN   02217864               վարկավորել                                       finance     0.000     0.000      1.000
10725   v         NaN   00765396                   վարվել                          apply,address,affect     0.000     0.000      1.000
10726   v         NaN   01026558                   վարվել                          apply,address,affect     0.000     0.000      1.000
10727   v         NaN   01150981                   վարվել                          apply,address,affect     0.000     0.000      1.000
10728   v         NaN   01160899                   վարվել                          apply,address,affect     0.000     0.000      1.000
10729   v         NaN   02249018                   վարվել                          apply,address,affect     0.000     0.000      1.000
10730   v         NaN   00019448                   վարվել                          apply,address,affect     0.000     0.000      1.000
10731   n         NaN   13288529                     վարձ                              fee,payment,fare     0.375     0.000      0.625
10732   n         NaN   13320168                     վարձ                              fee,payment,fare     0.000     0.000      1.000
10733   n         NaN   13278375                     վարձ                              fee,payment,fare     0.000     0.000      1.000
10734   n         NaN   07560652                     վարձ                              fee,payment,fare     0.000     0.000      1.000
10735   n         NaN   10078643                     վարձ                              fee,payment,fare     0.000     0.000      1.000
10736   n         NaN   06523132          վարձակալություն                                    lease,rent     0.000     0.000      1.000
10737   n         NaN   13295657          վարձակալություն                                    lease,rent     0.000     0.000      1.000
10738   v         NaN   00737884                վարձատրել                                           pay     0.000     0.000      1.000
10739   v         NaN   02251743                վարձատրել                                           pay     0.000     0.000      1.000
10740   v         NaN   02488056                վարձատրել                                           pay     0.000     0.000      1.000
10741   v         NaN   02732292                վարձատրել                                           pay     0.500     0.250      0.250
10742   n         NaN   13288529           վարձատրություն                              fee,remuneration     0.375     0.000      0.625
10743   n         NaN   13320168           վարձատրություն                              fee,remuneration     0.000     0.000      1.000
10744   n         NaN   01121855           վարձատրություն                              fee,remuneration     0.000     0.000      1.000
10745   n         NaN   13278375               վարձատրում                          payment,remuneration     0.000     0.000      1.000
10746   n         NaN   01121855               վարձատրում                          payment,remuneration     0.000     0.000      1.000
10747   v         NaN   01842690                   վարձել                                   employ,take     0.000     0.000      1.000
10748   v         NaN   02205272                   վարձել                                   employ,take     0.000     0.000      1.000
10749   v         NaN   02599636                   վարձել                                   employ,take     0.000     0.000      1.000
10750   n         NaN   13295657             վարձով առնել                                          rent     0.000     0.000      1.000
10751   n         NaN   00809074                 վարձույթ                                          hire     0.000     0.000      1.000
10752   n         NaN   10170060                 վարձույթ                                          hire     0.000     0.000      1.000
10753   n         NaN   07009640                 վարմունք                          behave,behaviour,act     0.000     0.000      1.000
10754   n         NaN   07014029                 վարմունք                          behave,behaviour,act     0.000     0.250      0.750
10755   n         NaN   10034906                   վարորդ                                        driver     0.000     0.000      1.000
10756   n         NaN   10035314                   վարորդ                                        driver     0.000     0.000      1.000
10757   n         NaN   10035430                   վարորդ                                        driver     0.000     0.000      1.000
10758   n         NaN   13923929                վարչակարգ                                          mode     0.000     0.000      1.000
10759   a         NaN   01324565                 վարչական                        government,educational     0.250     0.000      0.750
10760   a         NaN   02946221                 վարչական                        government,educational     0.000     0.000      1.000
10761   n         NaN   05663671              վարչություն                           government,exercise     0.000     0.000      1.000
10762   n         NaN   07454452              վարչություն                           government,exercise     0.000     0.000      1.000
10763   n         NaN   10104487                   վարպետ                        foreman,master,skilful     0.000     0.000      1.000
10764   n         NaN   10298647                   վարպետ                        foreman,master,skilful     0.000     0.000      1.000
10765   n         NaN   10298798                   վարպետ                        foreman,master,skilful     0.000     0.000      1.000
10766   n         NaN   07804152                   վարսակ                                           oat     0.000     0.000      1.000
10767   n         NaN   12109827                   վարսակ                                           oat     0.000     0.000      1.000
10768   n         NaN   09838895                 վարսավիր                            barber,hairdresser     0.000     0.000      1.000
10769   n         NaN   03833065                      վեպ                                         novel     0.000     0.000      1.000
10770   n         NaN   06367879                      վեպ                                         novel     0.000     0.000      1.000
10771   v         NaN   00953058                վերաբերել                                pertain,relate     0.000     0.000      1.000
10772   v         NaN   02458103                վերաբերել                                pertain,relate     0.000     0.000      1.000
10773   v         NaN   00765396               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10774   v         NaN   01026558               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10775   v         NaN   00687738               վերաբերվել                 apply,discredit,carry,address     0.125     0.250      0.625
10776   v         NaN   01218084               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10777   v         NaN   02561168               վերաբերվել                 apply,discredit,carry,address     0.000     0.125      0.875
10778   v         NaN   01150981               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10779   v         NaN   01160899               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10780   v         NaN   02249018               վերաբերվել                 apply,discredit,carry,address     0.000     0.000      1.000
10781   v         NaN   01857093            վերաբնակեցվել                                  migrate,move     0.000     0.000      1.000
10782   v         NaN   00124442            վերաբնակեցվել                                  migrate,move     0.000     0.000      1.000
10783   v         NaN   01831531            վերաբնակեցվել                                  migrate,move     0.000     0.000      1.000
10784   v         NaN   01855606            վերաբնակեցվել                                  migrate,move     0.000     0.000      1.000
10785   v         NaN   00124442            վերաբնակեցնել                                          move     0.000     0.000      1.000
10786   v         NaN   01831531            վերաբնակեցնել                                          move     0.000     0.000      1.000
10787   v         NaN   01855606            վերաբնակեցնել                                          move     0.000     0.000      1.000
10788   v         NaN   00278280            վերադասավորել                                     rearrange     0.000     0.000      1.000
10789   v         NaN   01433159              վերադարձնել                   repay,responsibility,return     0.000     0.000      1.000
10790   v         NaN   02004874              վերադարձնել                   repay,responsibility,return     0.000     0.000      1.000
10791   v         NaN   02357072              վերադարձնել                   repay,responsibility,return     0.000     0.000      1.000
10792   n         NaN   08308800                վեհաժողով                                      congress     0.000     0.000      1.000
10793   n         NaN   08318691                վեհաժողով                                      congress     0.000     0.000      1.000
10794   v         NaN   00381850                  վերածել                             realize,transform     0.000     0.000      1.000
10795   v         NaN   00382010                  վերածել                             realize,transform     0.000     0.000      1.000
10796   v         NaN   00382256                  վերածել                             realize,transform     0.000     0.000      1.000
10797   v         NaN   00544011                  վերածել                             realize,transform     0.000     0.000      1.000
10798   v         NaN   00169298                 վերածնել                                        revive     0.125     0.000      0.875
10799   n         NaN   01047937               վերածնունդ                                  regeneration     0.250     0.000      0.750
10800   n         NaN   13548734               վերածնունդ                                  regeneration     0.000     0.000      1.000
10801   v         NaN   01907258                 վերածվել                                          turn     0.000     0.000      1.000
10802   v         NaN   02089984                 վերածվել                                          turn     0.000     0.000      1.000
10803   v         NaN   02096167                 վերածվել                                          turn     0.000     0.000      1.000
10804   v         NaN   00381850               վերակազմել                          reorganize,transform     0.000     0.000      1.000
10805   v         NaN   00382010               վերակազմել                          reorganize,transform     0.000     0.000      1.000
10806   v         NaN   00382256               վերակազմել                          reorganize,transform     0.000     0.000      1.000
10807   v         NaN   00544011               վերակազմել                          reorganize,transform     0.000     0.000      1.000
10808   v         NaN   02552163              վերականգնել      rehabilitate,restore,renew,resume,revive     0.625     0.000      0.375
10809   v         NaN   02552829              վերականգնել      rehabilitate,restore,renew,resume,revive     0.625     0.000      0.375
10810   v         NaN   02565272              վերականգնել      rehabilitate,restore,renew,resume,revive     0.000     0.000      1.000
10811   v         NaN   02381951              վերականգնել      rehabilitate,restore,renew,resume,revive     0.000     0.000      1.000
10812   v         NaN   00169298              վերականգնել      rehabilitate,restore,renew,resume,revive     0.125     0.000      0.875
10813   v         NaN   00151448             վերակառուցել              reorganize,reconstruct,transform     0.500     0.000      0.500
10814   v         NaN   00381850             վերակառուցել              reorganize,reconstruct,transform     0.000     0.000      1.000
10815   v         NaN   00382010             վերակառուցել              reorganize,reconstruct,transform     0.000     0.000      1.000
10816   v         NaN   00382256             վերակառուցել              reorganize,reconstruct,transform     0.000     0.000      1.000
10817   v         NaN   00544011             վերակառուցել              reorganize,reconstruct,transform     0.000     0.000      1.000
10818   n         NaN   00269258            վերակառուցում                                reconstruction     0.000     0.000      1.000
10819   n         NaN   07174138            վերակառուցում                                reconstruction     0.000     0.000      1.000
10820   v         NaN   00639693               վերահաշվել                             recalculate,count     0.000     0.000      1.000
10821   v         NaN   00685081               վերահաշվել                             recalculate,count     0.000     0.000      1.000
10822   v         NaN   00947857               վերահաշվել                             recalculate,count     0.000     0.000      1.000
10823   v         NaN   02747140               վերահաշվել                             recalculate,count     0.000     0.000      1.000
10824   n         NaN   00803617         վերահսկողություն                                      control      0.000     0.000      1.000
10825   n         NaN   00830448         վերահսկողություն                                      control      0.000     0.000      1.000
10826   n         NaN   05196375         վերահսկողություն                                      control      0.000     0.000      1.000
10827   n         NaN   13827205         վերահսկողություն                                      control      0.000     0.000      1.000
10828   v         NaN   00169176           վերահրատարակել                                     republish     0.000     0.000      1.000
10829   v         NaN   01746145           վերահրատարակել                                     republish     0.000     0.000      1.000
10830   v         NaN   00079470              վերանորոգել                        repair,restore,correct     0.125     0.250      0.625
10831   n         NaN   14546701             վերանորոգում                                        repair     0.000     0.000      1.000
10832   v         NaN   01029212               վերանվենել                                        rename     0.000     0.000      1.000
10833   v         NaN   02396981               վերանվենել                                        rename     0.000     0.000      1.000
10834   n         NaN   00895879       վերապատրաստություն                                    retraining     0.000     0.000      1.000
10835   v         NaN   01736822              վերարտագրել                                     reproduce     0.000     0.000      1.000
10836   v         NaN   01737141              վերարտագրել                                     reproduce     0.000     0.000      1.000
10837   n         NaN   13550318         վերարտադրություն                                  reproduction     0.000     0.000      1.000
10838   v         NaN   02220461             վերարտադրում                         reproduction,transfer     0.000     0.000      1.000
10839   v         NaN   02232190             վերարտադրում                         reproduction,transfer     0.000     0.000      1.000
10840   a         NaN   00011757                վերացական                                      abstract     0.000     0.000      1.000
10841   a         NaN   00862526                վերացական                                      abstract     0.000     0.000      1.000
10842   v         NaN   00575561                 վերացնել    eliminate,liquidate,remove,cancel,withdraw     0.000     0.000      1.000
10843   v         NaN   01102839                 վերացնել    eliminate,liquidate,remove,cancel,withdraw     0.000     0.000      1.000
10844   v         NaN   02254495                 վերացնել    eliminate,liquidate,remove,cancel,withdraw     0.000     0.000      1.000
10845   v         NaN   02256589                 վերացնել    eliminate,liquidate,remove,cancel,withdraw     0.125     0.000      0.875
10846   v         NaN   02404224                 վերացնել    eliminate,liquidate,remove,cancel,withdraw     0.000     0.000      1.000
10847   n         NaN   00232386                 վերացում                      cancellation,liquidation     0.000     0.000      1.000
10848   n         NaN   07207142                 վերացում                      cancellation,liquidation     0.000     0.000      1.000
10849   v         NaN   01667132                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10850   v         NaN   00109660                վերափոխել                        alter,change,transform     0.125     0.000      0.875
10851   v         NaN   00169458                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10852   v         NaN   00381850                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10853   v         NaN   00382010                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10854   v         NaN   00382256                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10855   v         NaN   00544011                վերափոխել                        alter,change,transform     0.000     0.000      1.000
10856   n         NaN   01209487                  վերելակ                                          lift     0.000     0.000      1.000
10857   n         NaN   03664374                  վերելակ                                          lift     0.000     0.000      1.000
10858   n         NaN   03664514                  վերելակ                                          lift     0.000     0.000      1.000
10859   n         NaN   07324917                   վերելք                                          rise     0.250     0.000      0.750
10860   a         NaN   01206318                    վերին                                         upper     0.000     0.000      1.000
10861   a         NaN   02340096                    վերին                                         upper     0.750     0.000      0.250
10862   a         NaN   02440617                    վերին                                         upper     0.125     0.000      0.875
10863   n         NaN   02849419                   վերմակ                                       blanket     0.000     0.000      1.000
10864   n         NaN   06343117                 վերնագիր                            heading,title,name     0.000     0.000      1.000
10865   n         NaN   06343520                 վերնագիր                            heading,title,name     0.000     0.000      1.000
10866   n         NaN   06346220                 վերնագիր                            heading,title,name     0.000     0.000      1.000
10867   n         NaN   06346461                 վերնագիր                            heading,title,name     0.000     0.000      1.000
10868   n         NaN   01139636                 վերնագիր                            heading,title,name     0.000     0.125      0.875
10869   n         NaN   06333653                 վերնագիր                            heading,title,name     0.000     0.000      1.000
10870   n         NaN   14438788                 վերնագիր                            heading,title,name     0.125     0.000      0.875
10871   n         NaN   04358874                վերնաշենք                                superstructure     0.000     0.000      1.000
10872   n         NaN   04358874             վերնաշինվածք                               superstructure      0.000     0.000      1.000
10873   n         NaN   05868477                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10874   n         NaN   08565894                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10875   n         NaN   08566707                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10876   n         NaN   10056398                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10877   n         NaN   08663156                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10878   n         NaN   07466832                     վերջ                    end,tip,final,close,ending     0.000     0.000      1.000
10879   n         NaN   08663156          վերջավորություն                                           tip     0.000     0.000      1.000
10880   v         NaN   00715074                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10881   v         NaN   01071762                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10882   v         NaN   00351963                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10883   v         NaN   01265989                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10884   v         NaN   01859221                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10885   v         NaN   01620854                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10886   v         NaN   00351963                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10887   v         NaN   01265989                վերջացնել               conclude,finish,stop,end,finish     0.000     0.000      1.000
10888   a         NaN   00994073                   վերջին                           final,terminal,last     0.000     0.375      0.625
10889   a         NaN   01016035                   վերջին                           final,terminal,last     0.000     0.000      1.000
10890   a         NaN   02812147                   վերջին                           final,terminal,last     0.000     0.000      1.000
10891   a         NaN   02812306                   վերջին                           final,terminal,last     0.000     0.000      1.000
10892   a         NaN   00004296                   վերջին                           final,terminal,last     0.000     0.000      1.000
10893   a         NaN   01013279                   վերջին                           final,terminal,last     0.000     0.000      1.000
